"id","active","name","keyword","slug","description","ParentId","icon","picture","otc_id","ProviderType","IconImageUrl","ApproxWeight","is_top","user_id","created_at","updated_at","deleted_at"
"580","2021-10-04 10:50:06","Scooters","Scooters","scooters",NULL,"otc-1660",NULL,NULL,"otc-1665","Taobao",NULL,"10",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"581","2021-10-04 10:50:06","Drift board","Drift board","drift-board",NULL,"otc-1660",NULL,NULL,"otc-1666","Taobao",NULL,"2.5",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"582","2021-10-04 10:50:06","Roller Shoes","Roller Shoes","roller-shoes",NULL,"otc-1660",NULL,NULL,"otc-1667","Taobao",NULL,"2.5",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"583","2021-10-04 10:50:06","HOTWHELLS","HOTWHELLS","hotwhells",NULL,"otc-1660",NULL,NULL,"otc-1668","Taobao",NULL,"0.15",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"584","2021-10-04 10:50:06","Magic Wheel Scooters","Magic Wheel Scooters","magic-wheel-scooters",NULL,"otc-1660",NULL,NULL,"otc-1669","Taobao",NULL,"2",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"585","2021-10-04 10:50:06","SKYRUNNER","SKYRUNNER","skyrunner",NULL,"otc-1660",NULL,NULL,"otc-1670","Taobao",NULL,"10",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"586","2021-10-04 10:50:06","Swing-mobiles","Swing-mobiles","swing-mobiles",NULL,"otc-1660",NULL,NULL,"otc-1671","Taobao",NULL,"8",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"587","2021-10-04 10:50:06","Monocycles","Monocycles","monocycles",NULL,"otc-1660",NULL,NULL,"otc-1672","Taobao",NULL,"5",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"588","2021-10-04 10:50:06","Roller skates 4 wheel","Roller skates 4 wheel","roller-skates-4-wheel",NULL,"otc-1660",NULL,NULL,"otc-1673","Taobao",NULL,"2.5",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"589","2021-10-04 10:50:06","Flying discs","Flying discs","flying-discs",NULL,"otc-1660",NULL,NULL,"otc-1674","Taobao",NULL,"0.2",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"590","2021-10-04 10:50:06","Accessories and repair parts for skateboards and roller skates","Accessories and repair parts for skateboards and roller skates","accessories-and-repair-parts-for-skateboards-and-roller-skates",NULL,"otc-1660",NULL,NULL,"otc-1675",,NULL,NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"591","2021-10-04 10:50:06","Other","Other","other",NULL,"otc-1660",NULL,NULL,"otc-1694","Taobao",NULL,"2.5",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"592","2021-10-04 10:50:06","Yoga","Yoga","yoga",NULL,"otc-1174",NULL,NULL,"otc-1695",,"https://data.otcommerce.com/public/catalog/picture/sportivnye-tovary/joga.png",NULL,NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
"593","2021-10-04 10:50:06","Clothing for yoga","Clothing for yoga","clothing-for-yoga",NULL,"otc-1695",NULL,NULL,"otc-1696","Taobao",NULL,"0.4",NULL,"1","2021-10-04 10:50:06","2021-10-04 10:50:06",NULL
